food_code,name,group,protein,fat,carbs,energy,fibre
172159,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",13,20.06,12.78,0.0,195.0,0.0
172160,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",13,20.87,10.11,0.0,174.0,0.0
172161,"Beef, ground, unspecified fat content, cooked",13,25.07,14.53,0.62,240.0,0.0
172162,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",13,17.69,18.44,0.35,238.0,0.0
172163,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",13,18.43,16.31,0.36,222.0,0.0
172164,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",13,24.85,19.02,0.0,271.0,0.0
172165,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",13,23.89,21.1,0.0,285.0,0.0
172166,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,24.23,29.21,0.0,360.0,0.0
172167,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",13,23.34,30.95,0.0,372.0,0.0
172168,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,25.56,26.59,0.0,341.0,0.0
172169,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",13,16.15,28.42,0.78,324.0,0.0
172170,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",13,28.26,7.23,0.73,181.0,0.0
172171,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13,28.19,7.96,1.07,189.0,0.0
172172,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",13,28.36,6.14,0.22,170.0,0.0
172173,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",13,21.38,5.36,0.0,134.0,0.0
172174,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",13,21.34,5.82,0.0,138.0,0.0
172175,"Cheese, blue",1,21.4,28.74,2.34,353.0,0.0
172176,"Cheese, brick",1,23.24,29.68,2.79,371.0,0.0
172177,"Cheese, brie",1,20.75,27.68,0.45,334.0,0.0
172178,"Cheese, camembert",1,19.8,24.26,0.46,300.0,0.0
172179,"Cheese, cottage, creamed, large or small curd",1,11.12,4.3,3.38,98.0,0.0
172180,"Cheese, cottage, creamed, with fruit",1,10.69,3.85,4.61,97.0,0.2
172181,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",1,10.34,0.29,6.66,72.0,0.0
172182,"Cheese, cottage, lowfat, 2% milkfat",1,10.45,2.27,4.76,81.0,0.0
172183,"Egg, white, raw, fresh",1,10.9,0.17,0.73,52.0,0.0
172184,"Egg, yolk, raw, fresh",1,15.86,26.54,3.59,322.0,0.0
172185,"Egg, whole, cooked, omelet",1,10.57,11.66,0.64,154.0,0.0
172186,"Egg, whole, cooked, poached",1,12.51,9.47,0.71,143.0,0.0
172187,"Egg, whole, cooked, scrambled",1,9.99,10.98,1.61,149.0,0.0
172188,"Egg, whole, dried",1,48.05,43.9,1.13,592.0,0.0
172189,"Egg, duck, whole, fresh, raw",1,12.81,13.77,1.45,185.0,0.0
172190,"Egg, goose, whole, fresh, raw",1,13.87,13.27,1.35,185.0,0.0
172191,"Egg, quail, whole, fresh, raw",1,13.05,11.09,0.41,158.0,0.0
172192,"Egg, turkey, whole, fresh, raw",1,13.68,11.88,1.15,171.0,0.0
172193,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids, without added vitamin A",1,3.95,1.98,5.49,56.0,0.0
172194,"Milk, canned, evaporated, with added vitamin A",1,6.81,7.56,10.04,134.0,0.0
172195,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",1,36.16,0.77,51.98,362.0,0.0
172196,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D",1,35.1,0.72,52.19,358.0,0.0
172197,"Cheese, goat, hard type",1,30.52,35.59,2.17,452.0,0.0
172198,"Cheese substitute, mozzarella",1,11.47,12.22,23.67,248.0,0.0
172199,"Yogurt, Greek, 2% fat, mango, CHOBANI",1,7.64,1.69,11.84,93.0,0.5
172200,"Cheese sauce, prepared from recipe",1,10.33,14.92,5.48,197.0,0.1
172201,"Cheese, mexican, queso anejo",1,21.44,29.98,4.63,373.0,0.0
172202,"Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)",1,12.33,9.95,1.01,147.0,0.0
172203,"Egg, white, raw, frozen, pasteurized",1,10.2,0.0,1.04,48.0,0.0
172204,"Egg, white, dried",1,81.1,0.0,7.8,382.0,0.0
172205,"Milk, reduced fat, fluid, 2% milkfat, without added vitamin A and vitamin D",1,3.3,1.98,4.8,50.0,0.0
172206,"Parmesan cheese topping, fat free",1,40.0,5.0,40.0,370.0,0.0
172207,"Cheese, cream, fat free",1,15.69,1.0,7.66,105.0,0.0
172208,"Yogurt, chocolate, nonfat milk",1,3.53,0.0,23.53,112.0,1.2
172209,KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,1,12.0,21.0,9.2,276.0,0.3
172210,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,1,4.5,12.0,6.5,152.0,0.1
172211,KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,1,4.7,1.3,15.1,91.0,0.0
172212,"Cream, half and half, fat free",1,2.6,1.4,9.0,59.0,0.0
172213,Reddi Wip Fat Free Whipped Topping,1,3.0,5.0,25.0,149.0,0.4
172214,"Cream substitute, flavored, powdered",1,0.68,21.47,75.42,482.0,1.2
172215,"Cheese, provolone, reduced fat",1,24.7,17.6,3.5,274.0,0.0
172216,"Cheese, Mexican, blend, reduced fat",1,24.69,19.4,3.41,282.0,0.0
172217,"Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D",1,3.15,3.27,4.78,61.0,0.0
172218,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",1,4.86,1.41,18.6,105.0,0.0
172219,"Yogurt, vanilla, low fat, fortified with vitamin D",1,4.93,1.25,13.8,85.0,0.0
172220,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",1,3.86,0.18,7.5,43.0,0.0
172221,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",1,3.53,0.0,23.53,112.0,1.2
172222,"Cheese, dry white, queso seco",1,24.51,24.35,2.04,325.0,
172223,"Cheese, fresh, queso fresco",1,18.09,23.82,2.98,299.0,0.0
172224,"Cheese, white, queso blanco",1,20.38,24.31,2.53,310.0,
172225,"Milk, buttermilk, fluid, whole",1,3.21,3.31,4.88,62.0,0.0
172226,Ice cream sandwich,1,4.29,8.57,37.14,237.0,0.0
172227,Ice cream cookie sandwich,1,3.7,7.4,39.6,240.0,1.2
172228,"Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",1,5.21,21.88,34.38,354.0,1.0
172229,"Ice cream sandwich, made with light ice cream, vanilla",1,4.29,3.04,39.64,186.0,0.0
172230,"Ice cream sandwich, vanilla, light, no sugar added",1,5.71,2.86,42.86,200.0,7.1
172231,"Spices, turmeric, ground",2,9.68,3.25,67.14,312.0,22.7
172232,"Basil, fresh",2,3.15,0.64,2.65,23.0,1.6
172233,"Dill weed, fresh",2,3.46,1.12,7.02,43.0,2.1
172234,"Mustard, prepared, yellow",2,3.74,3.34,5.83,60.0,4.0
172235,"Vanilla extract, imitation, alcohol",2,0.05,0.0,2.41,237.0,0.0
172236,"Vanilla extract, imitation, no alcohol",2,0.03,0.0,14.4,56.0,0.0
172237,"Vinegar, distilled",2,0.0,0.0,0.04,18.0,0.0
172238,"Capers, canned",2,2.36,0.86,4.89,23.0,3.2
172239,"Spearmint, dried",2,19.93,6.03,52.04,285.0,29.8
172240,"Vinegar, red wine",2,0.04,0.0,0.27,19.0,0.0
172241,"Vinegar, balsamic",2,0.49,0.0,17.03,88.0,
172242,"Seasoning mix, dry, sazon, coriander & annatto",2,0.0,0.0,0.0,0.0,0.0
172243,"Seasoning mix, dry, taco, original",2,4.5,0.0,58.0,322.0,13.3
172244,"Babyfood, meat, beef, junior",3,12.03,2.52,2.43,81.0,0.0
172245,"Babyfood, meat, veal, strained",3,13.12,2.45,1.51,81.0,0.0
172246,"Babyfood, meat, pork, strained",3,14.0,7.1,0.0,124.0,0.0
172247,"Babyfood, meat, ham, strained",3,11.3,3.8,3.7,97.0,0.0
172248,"Babyfood, meat, chicken, junior",3,14.0,9.6,0.0,146.0,0.0
172249,"Babyfood, meat, chicken sticks, junior",3,14.6,14.4,1.5,188.0,0.2
172250,"Babyfood, meat, turkey, strained",3,11.5,6.2,1.4,111.0,0.0
172251,"Babyfood, meat, turkey, junior",3,11.5,6.2,1.4,111.0,0.0
172252,"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",3,6.19,2.3,85.79,344.0,3.8
172253,"Babyfood, water, bottled, GERBER, without added fluoride",3,0.0,0.0,0.0,0.0,0.0
172254,"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",3,0.47,0.0,12.88,48.0,2.0
172255,"Babyfood, tropical fruit medley",3,0.31,0.14,12.22,46.0,1.3
172256,"Babyfood, dinner, vegetables and dumplings and beef, strained",3,2.0,0.9,7.7,48.0,
172257,"Babyfood, ravioli, cheese filled, with tomato sauce",3,3.6,2.2,16.3,99.0,0.1
172258,"Babyfood, dinner, beef noodle, strained",3,2.44,2.26,8.18,63.0,1.3
172259,"Babyfood, macaroni and cheese, toddler",3,3.5,2.6,11.2,82.0,0.5
172260,"Babyfood, dinner, beef and rice, toddler",3,5.0,2.9,8.8,82.0,
172261,"Babyfood, dinner, beef with vegetables",3,2.03,6.93,6.36,96.0,1.8
172262,"Babyfood, dinner, vegetables and lamb, junior",3,2.1,1.7,7.1,51.0,1.1
172263,"Babyfood, dinner, chicken noodle, strained",3,3.53,3.22,7.81,74.0,1.7
172264,"Babyfood, dinner, chicken noodle, junior",3,3.53,3.23,7.8,74.0,1.7
172265,"Babyfood, dinner, vegetables, noodles and chicken, junior",3,1.7,2.2,9.1,64.0,1.1
172266,"Babyfood, dinner, pasta with vegetables",3,1.7,2.1,8.4,60.0,1.5
172267,"Babyfood, dinner, vegetables and noodles and turkey, strained",3,1.2,1.2,6.8,44.0,1.1
172268,"Babyfood, dinner, vegetables and noodles and turkey, junior",3,1.8,1.5,7.6,52.0,1.1
172269,"Babyfood, dinner, turkey and rice, strained",3,2.27,1.24,7.94,52.0,0.9
172270,"Babyfood, dinner, macaroni and cheese, junior",3,2.6,2.0,8.2,61.0,0.3
172271,"Babyfood, vegetables, green beans, strained",3,1.2,0.17,6.29,27.0,2.2
172272,"Babyfood, vegetables, green beans, junior",3,1.2,0.1,5.8,24.0,1.9
172273,"Babyfood, green beans, dices, toddler",3,1.2,0.2,5.7,29.0,1.3
172274,"Babyfood, vegetables, squash, strained",3,0.81,0.2,5.73,28.0,0.9
172275,"Babyfood, vegetables, squash, junior",3,0.81,0.2,5.73,24.0,0.9
172276,"Babyfood, vegetables, sweet potatoes strained",3,1.1,0.1,13.2,57.0,1.5
172277,"Babyfood, vegetables, sweet potatoes, junior",3,1.1,0.1,14.0,60.0,1.5
172278,"Babyfood, fruit, applesauce, junior",3,0.0,0.0,10.3,37.0,1.7
172279,"Babyfood, fruit, apricot with tapioca, strained",3,0.3,0.0,16.3,60.0,1.5
172280,"Babyfood, vegetables, corn, creamed, strained",3,1.4,0.4,14.1,57.0,2.1
172281,"Babyfood, dinner, mixed vegetable, junior",3,1.01,0.11,7.88,34.0,1.0
172282,"Babyfood, fruit, bananas with tapioca, junior",3,0.4,0.2,17.8,67.0,1.6
172283,"Babyfood, vegetables, mix vegetables junior",3,1.4,0.4,8.2,36.0,1.5
172284,"Babyfood, vegetables, garden vegetable, strained",3,2.3,0.2,6.8,32.0,1.5
172285,"Babyfood, plums, bananas and rice, strained",3,1.1,0.3,12.7,57.0,1.3
172286,"Babyfood, dinner, turkey, rice, and vegetables, toddler",3,3.8,1.6,7.5,60.0,0.8
172287,"Babyfood, dinner, apples and chicken, strained",3,2.16,1.38,10.88,65.0,1.8
172288,"Babyfood, dinner, broccoli and chicken, junior",3,3.59,2.48,6.34,62.0,1.4
172289,"Infant formula, MEAD JOHNSON, Enfamil Premature High Protein 24 Calories, ready to feed, with ARA and DHA",3,2.8,3.9,8.66,81.0,
172290,"Infant formula, MEAD JOHNSON, Enfamil Premature 30 Calories, ready to feed, with ARA and DHA",3,3.2,4.8,11.13,101.0,
172291,"Infant formula, MEAD JOHNSON, Enfamil for Supplementing, powder, with ARA and DHA, not reconstituted",3,11.7,27.0,55.8,513.0,0.0
172292,"Infant formula, MEAD JOHNSON, Enfamil Reguline Powder, with ARA and DHA, not reconstituted",3,11.7,27.0,55.9,513.0,
172293,"Infant formula, MEAD JOHNSON, Pregestimil 24 Calories, ready to feed, with ARA and DHA",3,2.2,4.4,5.95,72.0,
172294,"Toddler drink, MEAD JOHNSON, PurAmino Toddler Powder, with ARA and DHA, not reconstituted",3,13.9,26.0,55.68,512.0,
172295,"Infant formula, MEAD JOHNSON, Enfamil for Supplementing, ready to feed, with ARA and DHA",3,1.51,3.5,7.6,68.0,
172296,"Babyfood, cereal, barley, prepared with whole milk",3,3.73,3.26,9.94,84.0,0.6
172297,"Babyfood, cereal, oatmeal, with bananas, prepared with whole milk",3,3.82,3.46,10.0,86.0,0.4
172298,"Babyfood, cereal, oatmeal, with honey, prepared with whole milk",3,5.0,3.9,15.3,115.0,
172299,"Babyfood, cereal, rice, prepared with whole milk",3,3.45,3.38,10.31,85.0,0.0
172300,"Babyfood, cereal, rice, with honey, prepared with whole milk",3,3.9,3.3,17.1,115.0,
172301,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder",3,10.8,27.0,56.2,520.0,0.0
172302,"Infant formula, MEAD JOHNSON, ENFAMIL, Infant, with iron, powder, with ARA and DHA",3,10.8,27.0,56.2,511.0,0.0
172303,"Infant formula, MEAD JOHNSON, ENFAMIL, Infant, with iron, liquid concentrate, with ARA and DHA, reconstituted",3,1.31,3.5,7.86,68.0,0.0
172304,"Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA",3,1.38,3.5,7.1,64.0,0.0
172305,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA",3,1.38,3.5,7.18,64.0,0.0
172306,"Infant formula, MEAD JOHNSON, ENFAMIL, Infant, ready-to-feed, with ARA and DHA",3,1.31,3.5,7.86,68.0,0.0
172307,"Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder not reconstituted",3,11.4,28.71,54.94,524.0,0.0
172308,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN WITH LGG, with iron, powder, not reconstituted, with ARA and DHA",3,14.1,27.0,53.6,514.0,0.0
172309,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed, with ARA and DHA",3,1.83,3.5,7.21,68.0,0.0
172310,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed",3,1.8,3.63,6.77,66.0,0.0
172311,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE, with iron, powder, with ARA and DHA",3,13.9,26.0,53.8,505.0,0.0
172312,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted",3,2.64,6.89,13.76,127.0,0.0
172313,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",3,2.86,4.77,11.15,99.0,0.0
172314,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA",3,15.6,21.0,57.1,480.0,0.0
172315,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",3,2.14,2.91,8.09,67.0,0.0
172316,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",3,12.5,25.6,55.6,503.0,0.0
172317,"Babyfood, corn and sweet potatoes, strained",3,1.26,0.28,15.23,68.0,1.8
172318,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",3,1.8,3.63,6.77,67.0,0.0
172319,"Infant formula, PBM PRODUCTS, store brand, ready-to-feed",3,1.4,3.5,6.39,63.0,0.0
172320,"Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted",3,2.9,7.0,13.9,130.0,0.0
172321,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA",3,1.64,3.3,8.73,71.0,0.4
172322,"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",3,12.4,25.0,57.4,504.0,0.0
172323,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA",3,1.92,3.77,6.94,69.0,0.0
172324,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",3,14.42,28.33,51.75,520.0,0.0
172325,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA",3,1.48,3.74,7.4,68.0,0.0
172326,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted",3,2.64,6.89,13.52,127.0,0.0
172327,"Shortening, household, lard and vegetable oil",4,0.0,100.0,0.0,900.0,0.0
172328,"Oil, sunflower, linoleic, (partially hydrogenated)",4,0.0,100.0,0.0,884.0,0.0
172329,"Shortening bread, soybean (hydrogenated) and cottonseed",4,0.0,100.0,0.0,884.0,0.0
172330,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",4,0.0,100.0,0.0,884.0,0.0
172331,"Shortening frying (heavy duty), palm (hydrogenated)",4,0.0,100.0,0.0,884.0,0.0
172332,Shortening household soybean (hydrogenated) and palm,4,0.0,100.0,0.0,884.0,0.0
172333,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",4,0.0,100.0,0.0,884.0,0.0
172334,"Shortening, confectionery, fractionated palm",4,0.0,100.0,0.0,884.0,0.0
172335,"Oil, nutmeg butter",4,0.0,100.0,0.0,884.0,0.0
172336,"Oil, canola",4,0.0,100.0,0.0,884.0,0.0
172337,"Oil, mustard",4,0.0,100.0,0.0,884.0,0.0
172338,"Oil, sunflower, high oleic (70% and over)",4,0.0,100.0,0.0,884.0,0.0
172339,"Margarine-like, margarine-butter blend, soybean oil and butter",4,0.31,80.32,0.77,727.0,0.0
172340,"Fish oil, herring",4,0.0,100.0,0.0,902.0,0.0
172341,"Fish oil, menhaden",4,0.0,100.0,0.0,902.0,0.0
172342,"Fish oil, menhaden, fully hydrogenated",4,0.0,100.0,0.0,902.0,0.0
172343,"Fish oil, salmon",4,0.0,100.0,0.0,902.0,0.0
172344,"Butter, light, stick, without salt",4,3.3,55.1,0.0,499.0,0.0
172345,"Animal fat, bacon grease",4,0.0,99.5,0.0,897.0,0.0
172346,"Margarine, regular, 80% fat, composite, stick, with salt",4,0.16,80.71,0.7,717.0,0.0
172347,"Margarine, regular, 80% fat, composite, tub, with salt",4,0.22,80.17,0.75,713.0,0.0
172348,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",4,0.12,60.39,0.69,537.0,0.0
172349,"Margarine, regular, 80% fat, composite, tub, without salt",4,0.22,80.17,0.75,713.0,0.0
172350,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",4,0.17,59.81,0.86,533.0,0.0
172351,"Margarine-like, vegetable oil spread, fat free, liquid, with salt",4,1.5,3.0,2.5,43.0,0.0
172352,"Margarine-like spread with yogurt, 70% fat, stick, with salt",4,0.3,70.0,0.5,630.0,0.0
172353,"Margarine-like, vegetable oil spread, fat-free, tub",4,0.1,3.04,4.34,44.0,0.0
172354,"Margarine-like, vegetable oil spread, 20% fat, with salt",4,0.0,19.5,0.4,175.0,0.0
172355,"Margarine-like, vegetable oil spread, 20% fat, without salt",4,0.0,19.5,0.4,175.0,0.0
172356,"Salad dressing, thousand island dressing, fat-free",4,0.55,1.45,29.27,132.0,3.3
172357,"Oil, industrial, mid-oleic, sunflower",4,0.0,100.0,0.0,884.0,0.0
172358,"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",4,0.0,100.0,0.0,884.0,0.0
172359,"Oil, industrial, canola for salads, woks and light frying",4,0.0,100.0,0.0,884.0,0.0
172360,"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",4,0.0,100.0,0.0,884.0,0.0
172361,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",4,0.0,100.0,0.0,884.0,0.0
172362,"Oil, industrial, soy ( partially hydrogenated), all purpose",4,0.0,100.0,0.0,884.0,0.0
172363,"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",4,0.0,100.0,0.0,884.0,0.0
172364,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",4,0.0,100.0,0.0,884.0,0.0
172365,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",4,0.0,100.0,0.0,884.0,0.0
172366,"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",4,0.0,100.0,0.0,884.0,0.0
172367,"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",4,0.0,99.5,0.0,880.0,0.0
172368,"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",4,0.0,99.5,0.0,880.0,0.0
172369,"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",4,0.18,80.0,0.71,714.0,0.0
172370,"Oil, vegetable, soybean, refined",4,0.0,100.0,0.0,884.0,0.0
172371,"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",4,0.14,64.63,0.14,583.0,0.0
172372,"Margarine-like spread, SMART BALANCE Light Buttery Spread",4,0.02,36.41,1.98,337.0,
172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",5,18.08,9.2,0.11,161.0,0.0
172374,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",5,21.95,15.75,8.28,268.0,0.3
172375,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",5,28.62,8.08,0.0,195.0,0.0
172376,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",5,24.24,5.7,0.0,155.0,0.0
172377,"Chicken, broilers or fryers, drumstick, meat only, cooked, stewed",5,27.5,5.71,0.0,169.0,0.0
172378,"Chicken, broilers or fryers, leg, meat and skin, raw",5,16.37,15.95,0.17,214.0,0.0
172379,"Chicken, broilers or fryers, leg, meat only, cooked, fried",5,28.38,9.32,0.65,208.0,0.0
172380,"Chicken, broilers or fryers, leg, meat only, cooked, roasted",5,24.22,7.8,0.0,174.0,0.0
172381,"Chicken, broilers or fryers, leg, meat only, cooked, stewed",5,26.26,8.06,0.0,185.0,0.0
172382,"Chicken, broilers or fryers, neck, meat and skin, raw",5,14.07,26.24,0.0,297.0,0.0
172383,"Chicken, broilers or fryers, neck, meat only, cooked, fried",5,26.87,11.88,1.77,229.0,0.0
172384,"Chicken, broilers or fryers, neck, meat only, cooked, simmered",5,24.56,8.18,0.0,179.0,0.0
172385,"Chicken, broilers or fryers, thigh, meat and skin, raw",5,16.52,16.61,0.25,221.0,0.0
172386,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",5,21.61,16.53,9.08,277.0,0.3
172387,"Chicken, broilers or fryers, thigh, meat only, cooked, fried",5,28.18,10.3,1.18,218.0,0.0
172388,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",5,24.76,8.15,0.0,179.0,0.0
172389,"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",5,25.0,9.79,0.0,195.0,0.0
172390,"Chicken, broilers or fryers, wing, meat and skin, raw",5,17.52,12.85,0.0,191.0,0.0
172391,"Chicken, broilers or fryers, wing, meat only, cooked, fried",5,30.15,9.15,0.0,211.0,0.0
172392,"Chicken, broilers or fryers, wing, meat only, cooked, roasted",5,30.46,8.13,0.0,203.0,0.0
172393,"Chicken, broilers or fryers, wing, meat only, cooked, stewed",5,27.18,7.18,0.0,181.0,0.0
172394,"Chicken, roasting, meat and skin and giblets and neck, raw",5,17.09,15.46,0.09,213.0,0.0
172395,"Chicken, roasting, meat only, cooked, roasted",5,25.01,6.63,0.0,167.0,0.0
172396,"Chicken, roasting, giblets, raw",5,18.14,5.04,1.14,127.0,0.0
172397,"Chicken, roasting, giblets, cooked, simmered",5,26.77,5.22,0.86,165.0,0.0
172398,"Chicken, roasting, light meat, meat only, raw",5,22.2,1.63,0.0,109.0,0.0
172399,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",5,24.88,11.91,0.0,214.0,0.0
172400,"Chicken, stewing, meat and skin, raw",5,17.55,20.33,0.0,258.0,0.0
172401,"Chicken, stewing, meat and skin, cooked, stewed",5,26.88,18.87,0.0,285.0,0.0
172402,"Chicken, stewing, meat only, raw",5,21.26,6.32,0.0,148.0,0.0
172403,"Chicken, stewing, meat only, cooked, stewed",5,30.42,11.89,0.0,237.0,0.0
172404,"Chicken, stewing, dark meat, meat only, raw",5,19.7,8.12,0.0,157.0,0.0
172405,"Chicken, stewing, dark meat, meat only, cooked, stewed",5,28.14,15.28,0.0,258.0,0.0
172406,"Chicken, capons, meat and skin and giblets and neck, raw",5,18.51,16.9,0.08,232.0,0.0
172407,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",5,28.35,11.67,0.04,226.0,0.0
172408,"Duck, domesticated, meat and skin, raw",5,11.49,39.34,0.0,404.0,0.0
172409,"Duck, domesticated, meat and skin, cooked, roasted",5,18.99,28.35,0.0,337.0,0.0
172410,"Duck, domesticated, meat only, raw",5,18.28,5.95,0.94,135.0,0.0
172411,"Duck, domesticated, meat only, cooked, roasted",5,23.48,11.2,0.0,201.0,0.0
172412,"Goose, domesticated, meat and skin, cooked, roasted",5,25.16,21.92,0.0,305.0,0.0
172413,"Goose, domesticated, meat only, raw",5,22.75,7.13,0.0,161.0,0.0
172414,"Goose, domesticated, meat only, cooked, roasted",5,28.97,12.67,0.0,238.0,0.0
172415,"Goose, liver, raw",5,16.37,4.28,6.32,133.0,0.0
172416,"Guinea hen, meat and skin, raw",5,23.4,6.45,0.0,158.0,0.0
172417,"Pheasant, leg, meat only, raw",5,22.2,4.3,0.0,134.0,0.0
172418,"Quail, meat and skin, raw",5,19.63,12.05,0.0,192.0,0.0
172419,"Quail, meat only, raw",5,21.76,4.53,0.0,134.0,0.0
172420,"Lentils, raw",16,24.63,1.06,63.35,352.0,10.7
172421,"Lentils, mature seeds, cooked, boiled, without salt",16,9.02,0.38,20.13,116.0,7.9
172422,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",16,8.04,0.38,23.31,126.0,7.7
172423,"Lupins, mature seeds, raw",16,36.17,9.74,40.37,371.0,18.9
172424,"Lupins, mature seeds, cooked, boiled, without salt",16,15.57,2.92,9.88,119.0,2.8
172425,"Mothbeans, mature seeds, raw",16,22.94,1.61,61.52,343.0,
172426,"Mothbeans, mature seeds, cooked, boiled, without salt",16,7.81,0.55,20.96,117.0,
172427,"Mungo beans, mature seeds, cooked, boiled, without salt",16,7.54,0.55,18.34,105.0,6.4
